Year,region,province_city,foreign,overseas,domestic,total,is_region_total
2023,NCR (National Capital Region),Pasay City,353536,75,612180,965791,0
2023,NCR (National Capital Region),City of Pasig,146744,0,288579,435323,0
2023,NCR (National Capital Region),Quezon City,316541,438,1103425,1420404,0
2023,NCR (National Capital Region),City of San Juan,3752,0,26868,30620,0
2023,NCR (National Capital Region),City of Taguig,292756,0,109034,401790,0
2023,NCR (National Capital Region),City of Valenzuela,3813,583,41235,45631,0
2023,NCR (National Capital Region),Pateros,0,0,0,0,0
2023,CAR (Cordillera Administrative Region),CAR (Cordillera Administrative Region),29821,775,1654537,1685133,1
2023,CAR (Cordillera Administrative Region),Abra,0,0,0,0,0
2023,CAR (Cordillera Administrative Region),Apayao,0,0,4886,4886,0
2023,CAR (Cordillera Administrative Region),Benguet,498,56,66279,66833,0
2023,CAR (Cordillera Administrative Region),Ifugao,14557,357,27879,42793,0
2023,CAR (Cordillera Administrative Region),Kalinga,1483,362,116627,118472,0
2023,CAR (Cordillera Administrative Region),Mountain Province,4808,0,137411,142219,0
2023,CAR (Cordillera Administrative Region),Baguio City,8475,0,1301455,1309930,0
2023,Region I (ILOCOS REGION),Region I (ILOCOS REGION),43454,500,1785166,1829120,1
2023,Region I (ILOCOS REGION),Ilocos Norte,23926,0,491937,515863,0
2023,Region I (ILOCOS REGION),Badoc,0,0,1210,1210,0
2023,Region I (ILOCOS REGION),Bangui,0,0,0,0,0
2023,Region I (ILOCOS REGION),Batac,275,0,7307,7582,0
2023,Region I (ILOCOS REGION),Burgos,0,0,0,0,0
2023,Region I (ILOCOS REGION),Currimao,0,0,0,0,0
2023,Region I (ILOCOS REGION),Laoag City,10397,0,65092,75489,0
2023,Region I (ILOCOS REGION),Nueva Era,0,0,211,211,0
2023,Region I (ILOCOS REGION),Pagudpud,8797,0,106994,115791,0
2023,Region I (ILOCOS REGION),Paoay,0,0,0,0,0
2023,Region I (ILOCOS REGION),Pasuquin,3424,0,275410,278834,0
2023,Region I (ILOCOS REGION),San Nicolas,1033,0,35713,36746,0
2023,Region I (ILOCOS REGION),Sarat,0,0,0,0,0
2023,Region I (ILOCOS REGION),Others,0,0,0,0,0
2023,Region I (ILOCOS REGION),Ilocos Sur,8470,0,111441,119911,0
2023,Region I (ILOCOS REGION),Bantay,25,0,1711,1736,0
2023,Region I (ILOCOS REGION),Cabugao,48,0,612,660,0
2023,Region I (ILOCOS REGION),Candon City,0,0,12665,12665,0
2023,Region I (ILOCOS REGION),Cervantes,0,0,812,812,0
2023,Region I (ILOCOS REGION),Magsingal,0,0,1129,1129,0
2023,Region I (ILOCOS REGION),San Vicente,96,0,12171,12267,0
2023,Region I (ILOCOS REGION),Santa Catalina,244,0,4555,4799,0
2023,Region I (ILOCOS REGION),Santa Lucia,0,0,4948,4948,0
2023,Region I (ILOCOS REGION),Santa Maria,85,0,2763,2848,0
2023,Region I (ILOCOS REGION),Santiago,2035,0,19147,21182,0
2023,Region I (ILOCOS REGION),Sinait,0,0,0,0,0
2023,Region I (ILOCOS REGION),Vigan City,5937,0,50928,56865,0
2023,Region I (ILOCOS REGION),La Union,5924,500,543909,550333,0
2023,Region I (ILOCOS REGION),Agoo,0,0,27888,27888,0
2023,Region I (ILOCOS REGION),Aringay,15,17,11756,11788,0
2023,Region I (ILOCOS REGION),Bacnotan,0,0,12881,12881,0
2023,Region I (ILOCOS REGION),JANUARY,0,0,0,0,0
2023,Region I (ILOCOS REGION),DISTRIBUTION,0,0,0,0,0
2023,Region I (ILOCOS REGION),Baloaon,0,0,7685,7685,0
2023,Region I (ILOCOS REGION),Bangar,0,0,10982,10982,0
2023,Region I (ILOCOS REGION),Bauang,605,49,100108,100762,0
2023,Region I (ILOCOS REGION),Caba,52,14,17046,17112,0
2023,Region I (ILOCOS REGION),Luna,0,0,8431,8431,0
2023,Region I (ILOCOS REGION),Naguilian,0,0,7978,7978,0
2023,Region I (ILOCOS REGION),Pugo,0,0,4214,4214,0
2023,Region I (ILOCOS REGION),Rosario,0,0,19102,19102,0
2023,Region I (ILOCOS REGION),San Fernando City,1902,114,95710,97726,0
2023,Region I (ILOCOS REGION),San Juan,3350,306,211963,215619,0
2023,Region I (ILOCOS REGION),Santol,0,0,0,0,0
2023,Region I (ILOCOS REGION),Sto. Tomas,0,0,1176,1176,0
2023,Region I (ILOCOS REGION),Sudipen,0,0,3702,3702,0
2023,Region I (ILOCOS REGION),Tubao,0,0,3287,3287,0
2023,Region I (ILOCOS REGION),Pangasinan,5134,0,637879,643013,0
2023,Region I (ILOCOS REGION),Agno,0,0,0,0,0
2023,Region I (ILOCOS REGION),Alaminos,2135,0,79237,81372,0
2023,Region I (ILOCOS REGION),Alcala,1,0,974,975,0
2023,Region I (ILOCOS REGION),Anda,17,0,39530,39547,0
2023,Region I (ILOCOS REGION),Balungao,32,0,4365,4397,0
2023,Region I (ILOCOS REGION),Basista,0,0,0,0,0
2023,Region I (ILOCOS REGION),Bautista,0,0,0,0,0
2023,Region I (ILOCOS REGION),Binmaley,0,0,431,431,0
2023,Region I (ILOCOS REGION),Bolinao,1805,0,210709,212514,0
2023,Region I (ILOCOS REGION),Bugallion,0,0,0,0,0
2023,Region I (ILOCOS REGION),Burgos,62,0,25741,25803,0
2023,Region I (ILOCOS REGION),Calasiao,0,0,226,226,0
2023,Region I (ILOCOS REGION),Dagupan City,0,0,0,0,0
2023,Region I (ILOCOS REGION),Dasol,374,0,114575,114949,0
2023,Region I (ILOCOS REGION),Labrador,614,0,7889,8503,0
2023,Region I (ILOCOS REGION),Lingayen,87,0,25417,25504,0
2023,Region I (ILOCOS REGION),Malasiqui,0,0,0,0,0
2023,Region I (ILOCOS REGION),Mangatarem,0,0,2003,2003,0
2023,Region I (ILOCOS REGION),San Carlos City,0,0,0,0,0
2023,Region I (ILOCOS REGION),San Fabian,4,0,103518,103522,0
2023,Region I (ILOCOS REGION),San Manuel,0,0,9193,9193,0
2023,Region I (ILOCOS REGION),Sta. Barbara,0,0,0,0,0
2023,Region I (ILOCOS REGION),Sta. Maria,1,0,2450,2451,0
2023,Region I (ILOCOS REGION),Tayug,0,0,3358,3358,0
2023,Region I (ILOCOS REGION),Urdaneta City,2,0,7570,7572,0
2023,Region I (ILOCOS REGION),Villasis,0,0,693,693,0
2023,Region II (CAGAYAN VALLEY),Region II (CAGAYAN VALLEY),9297,41,953684,963022,1
2023,Region II (CAGAYAN VALLEY),Batanes,526,0,9608,10134,0
2023,Region II (CAGAYAN VALLEY),Basco,499,0,9167,9666,0
2023,Region II (CAGAYAN VALLEY),Itbayat,18,0,101,119,0
2023,Region II (CAGAYAN VALLEY),Ivana,0,0,6,6,0
2023,Region II (CAGAYAN VALLEY),Mahatao,5,0,6,11,0
2023,Region II (CAGAYAN VALLEY),Sabtang,4,0,328,332,0
2023,Region II (CAGAYAN VALLEY),Uyugan,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Cagayan,923,28,271445,272396,0
2023,Region II (CAGAYAN VALLEY),Tuguegarao City,0,0,110742,110742,0
2023,Region II (CAGAYAN VALLEY),Abulug,0,0,1572,1572,0
2023,Region II (CAGAYAN VALLEY),Allacapan,0,0,1477,1477,0
2023,Region II (CAGAYAN VALLEY),Aparri,601,28,15480,16109,0
2023,Region II (CAGAYAN VALLEY),Baggao,0,0,3746,3746,0
2023,Region II (CAGAYAN VALLEY),Ballesteros,0,0,11043,11043,0
2023,Region II (CAGAYAN VALLEY),Buguey,0,0,24912,24912,0
2023,Region II (CAGAYAN VALLEY),Calayan,0,0,1567,1567,0
2023,Region II (CAGAYAN VALLEY),JANUARY,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),DISTRIBUTION,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Camalaniugan,0,0,972,972,0
2023,Region II (CAGAYAN VALLEY),Claveria,0,0,14688,14688,0
2023,Region II (CAGAYAN VALLEY),Enrile,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Gattaran,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Gonzaga,0,0,23084,23084,0
2023,Region II (CAGAYAN VALLEY),Iguig,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Lallo,46,0,26538,26584,0
2023,Region II (CAGAYAN VALLEY),Lasam,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Pamplona,0,0,984,984,0
2023,Region II (CAGAYAN VALLEY),Penablanca,0,0,2350,2350,0
2023,Region II (CAGAYAN VALLEY),Piat,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Rizal,0,0,232,232,0
2023,Region II (CAGAYAN VALLEY),Sanchez Mira,7,0,5719,5726,0
2023,Region II (CAGAYAN VALLEY),Sta. Ana,267,0,25238,25505,0
2023,Region II (CAGAYAN VALLEY),Santa Praxedes,2,0,1074,1076,0
2023,Region II (CAGAYAN VALLEY),Santa Teresita,0,0,27,27,0
2023,Region II (CAGAYAN VALLEY),Santo Nino,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Solana,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Tuao,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Others,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Isabela,6184,0,494609,500793,0
2023,Region II (CAGAYAN VALLEY),Cauayan City,2519,0,90783,93302,0
2023,Region II (CAGAYAN VALLEY),Ilagan City,354,0,38875,39229,0
2023,Region II (CAGAYAN VALLEY),Santiago City,3125,0,140346,143471,0
2023,Region II (CAGAYAN VALLEY),Alicia,107,0,2802,2909,0
2023,Region II (CAGAYAN VALLEY),Burgos,0,0,1075,1075,0
2023,Region II (CAGAYAN VALLEY),Cabagan,0,0,7394,7394,0
2023,Region II (CAGAYAN VALLEY),Cabatuan,0,0,8160,8160,0
2023,Region II (CAGAYAN VALLEY),Cordon,5,0,6485,6490,0
2023,Region II (CAGAYAN VALLEY),Dinapigue,0,0,2468,2468,0
2023,Region II (CAGAYAN VALLEY),Divilacan,1,0,732,733,0
2023,Region II (CAGAYAN VALLEY),Echague,2,0,2042,2044,0
2023,Region II (CAGAYAN VALLEY),Gamu,0,0,14033,14033,0
2023,Region II (CAGAYAN VALLEY),Jones,0,0,5,5,0
2023,Region II (CAGAYAN VALLEY),Maconacon,1,0,1319,1320,0
2023,Region II (CAGAYAN VALLEY),Palanan,5,0,245,250,0
2023,Region II (CAGAYAN VALLEY),Quirino,0,0,19,19,0
2023,Region II (CAGAYAN VALLEY),Ramon,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Reina Mercedes,0,0,935,935,0
2023,Region II (CAGAYAN VALLEY),Roxas,11,0,6789,6800,0
2023,Region II (CAGAYAN VALLEY),San Manuel,0,0,72414,72414,0
2023,Region II (CAGAYAN VALLEY),San Mateo,40,0,68688,68728,0
2023,Region II (CAGAYAN VALLEY),Tumauini,14,0,29000,29014,0
2023,Region II (CAGAYAN VALLEY),Nueva Vizcaya,1656,13,172388,174057,0
2023,Region II (CAGAYAN VALLEY),Alfonso Castaneda,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Ambaguio,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Aritao,138,0,8863,9001,0
2023,Region II (CAGAYAN VALLEY),Bagabag,52,0,817,869,0
2023,Region II (CAGAYAN VALLEY),Bambang,327,13,8663,9003,0
2023,Region II (CAGAYAN VALLEY),Bayombong,224,0,53646,53870,0
2023,Region II (CAGAYAN VALLEY),Diadi,50,0,8188,8238,0
2023,Region II (CAGAYAN VALLEY),Dupax del Sur,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Dupax del Norte,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Kasibu,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Kayapa,0,0,381,381,0
2023,Region II (CAGAYAN VALLEY),Quezon,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Santa Fe,11,0,5613,5624,0
2023,Region II (CAGAYAN VALLEY),Solano,854,0,86217,87071,0
2023,Region II (CAGAYAN VALLEY),Villaverde,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Quirino,8,0,5634,5642,0
2023,Region II (CAGAYAN VALLEY),Aglipay,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Cabarroguis,8,0,2474,2482,0
2023,Region II (CAGAYAN VALLEY),Diffun,0,0,2890,2890,0
2023,Region II (CAGAYAN VALLEY),Maddela,0,0,270,270,0
2023,Region II (CAGAYAN VALLEY),Nagtipunan,0,0,0,0,0
2023,Region II (CAGAYAN VALLEY),Saguday,0,0,0,0,0
2023,Region III (CENTRAL LUZON),Region III (CENTRAL LUZON),642901,2002,4699577,5344480,1
2023,Region III (CENTRAL LUZON),Aurora,0,0,736339,736339,0
2023,Region III (CENTRAL LUZON),Bataan,4075,51,215894,220020,0
2023,Region III (CENTRAL LUZON),Bulacan,5813,933,246313,253059,0
2023,Region III (CENTRAL LUZON),Nueva Ecija,16517,204,250604,267325,0
2023,Region III (CENTRAL LUZON),Pampanga,38140,31,348697,386868,0
2023,Region III (CENTRAL LUZON),San Fernando City,0,0,0,0,0
2023,Region III (CENTRAL LUZON),Others,38140,31,348697,386868,0
2023,Region III (CENTRAL LUZON),Tarlac,3343,284,84738,88365,0
2023,Region III (CENTRAL LUZON),Zambales,8681,420,942718,951819,0
2023,Region III (CENTRAL LUZON),Subic Bay Freeport Zone,9414,0,952261,961675,0
2023,Region III (CENTRAL LUZON),Clark Freeport Zone,488355,0,780664,1269019,0
2023,Region III (CENTRAL LUZON),Angeles City,65021,79,92566,157666,0
2023,Region III (CENTRAL LUZON),Olongapo City,3542,0,48783,52325,0
2023,Region IV-A CALABARZON,Region IV-A CALABARZON,113190,3975,9288101,9405266,1
2023,Region IV-A CALABARZON,Batangas,39644,0,3296088,3335732,0
2023,Region IV-A CALABARZON,Agoncillo,0,0,11103,11103,0
2023,Region IV-A CALABARZON,Alitagtag,0,0,10172,10172,0
2023,Region IV-A CALABARZON,Balayan,0,0,17069,17069,0
2023,Region IV-A CALABARZON,Balete,0,0,3418,3418,0
2023,Region IV-A CALABARZON,Batangas City,13894,0,204282,218176,0
2023,Region IV-A CALABARZON,Bauan,0,0,43674,43674,0
2023,Region IV-A CALABARZON,Calatagan,0,0,333510,333510,0
2023,Region IV-A CALABARZON,Cuenca,0,0,4846,4846,0
2023,Region IV-A CALABARZON,Ibaan,6,0,3594,3600,0
2023,Region IV-A CALABARZON,Laurel,2600,0,75636,78236,0
2023,Region IV-A CALABARZON,Lemery,0,0,3530,3530,0
2023,Region IV-A CALABARZON,Lian,0,0,531218,531218,0
2023,Region IV-A CALABARZON,Lipa City,983,0,70134,71117,0
2023,Region IV-A CALABARZON,Lobo,2838,0,181465,184303,0
2023,Region IV-A CALABARZON,Mabini,0,0,124482,124482,0
2023,Region IV-A CALABARZON,Malvar,12212,0,26876,39088,0
2023,Region IV-A CALABARZON,Mataas na Kahoy,0,0,14882,14882,0
2023,Region IV-A CALABARZON,Nasugbu,0,0,675556,675556,0
2023,Region IV-A CALABARZON,Padre Garcia,0,0,0,0,0
2023,Region IV-A CALABARZON,Rosario,9,0,1066,1075,0
2023,Region IV-A CALABARZON,San Jose,0,0,11392,11392,0
2023,Region IV-A CALABARZON,San Juan,0,0,848659,848659,0
2023,Region IV-A CALABARZON,San Pascual,0,0,780,780,0
2023,Region IV-A CALABARZON,Santa Teresita,0,0,1497,1497,0
2023,Region IV-A CALABARZON,Santo Tomas,7102,0,22677,29779,0
2023,Region IV-A CALABARZON,Taal,0,0,868,868,0
2023,Region IV-A CALABARZON,Talisay,0,0,24254,24254,0
2023,Region IV-A CALABARZON,Tanauan,0,0,10622,10622,0
2023,Region IV-A CALABARZON,Tingloy,0,0,38826,38826,0
2023,Region IV-A CALABARZON,Cavite,18972,0,1322323,1341295,0
2023,Region IV-A CALABARZON,Alfonso,319,0,25825,26144,0
2023,Region IV-A CALABARZON,Amadeo,5,0,10535,10540,0
2023,Region IV-A CALABARZON,Carmona,2337,0,1937,4274,0
2023,Region IV-A CALABARZON,Cavite City,0,0,0,0,0
2023,Region IV-A CALABARZON,JANUARY,0,0,0,0,0
2023,Region IV-A CALABARZON,DISTRIBUTION,0,0,0,0,0
2023,Region IV-A CALABARZON,City of Bacoor,0,0,1383,1383,0
2023,Region IV-A CALABARZON,City of Dasmariñas,0,0,0,0,0
2023,Region IV-A CALABARZON,City of Imus,0,0,0,0,0
2023,Region IV-A CALABARZON,General Trias City,13395,0,70539,83934,0
2023,Region IV-A CALABARZON,General Emilio Aguinaldo (Bailen),0,0,0,0,0
2023,Region IV-A CALABARZON,Imus,0,0,1399,1399,0
2023,Region IV-A CALABARZON,Indang,0,0,7213,7213,0
2023,Region IV-A CALABARZON,Kawit,0,0,0,0,0
2023,Region IV-A CALABARZON,Maragondon,526,0,15377,15903,0
2023,Region IV-A CALABARZON,Mendez,0,0,176,176,0
2023,Region IV-A CALABARZON,Naic,0,0,27367,27367,0
2023,Region IV-A CALABARZON,Noveleta,276,0,1777,2053,0
2023,Region IV-A CALABARZON,Rosario,2035,0,6914,8949,0
2023,Region IV-A CALABARZON,Silang,79,0,69534,69613,0
2023,Region IV-A CALABARZON,Tagaytay,0,0,1002653,1002653,0
2023,Region IV-A CALABARZON,Tanza,0,0,41098,41098,0
2023,Region IV-A CALABARZON,Trece Martires,0,0,38596,38596,0
2023,Region IV-A CALABARZON,Laguna,53841,3969,363421,421231,0
2023,Region IV-A CALABARZON,Bay,0,0,12059,12059,0
2023,Region IV-A CALABARZON,Calamba City,0,0,103503,103503,0
2023,Region IV-A CALABARZON,Calauan,0,0,0,0,0
2023,Region IV-A CALABARZON,Cavinti,153,0,17547,17700,0
2023,Region IV-A CALABARZON,Los Baños,50,0,68211,68261,0
2023,Region IV-A CALABARZON,Lumban,1181,0,33455,34636,0
2023,Region IV-A CALABARZON,Majayjay,39,0,13398,13437,0
2023,Region IV-A CALABARZON,Nagcarlan,0,0,0,0,0
2023,Region IV-A CALABARZON,Pakil,0,0,780,780,0
2023,Region IV-A CALABARZON,Rizal,0,0,73,73,0
2023,Region IV-A CALABARZON,San Pablo,0,0,0,0,0
2023,Region IV-A CALABARZON,Santa Cruz,0,0,0,0,0
2023,Region IV-A CALABARZON,Sta. Rosa City,52418,3969,114395,170782,0
2023,Region IV-A CALABARZON,Victoria,0,0,0,0,0
2023,Region IV-A CALABARZON,Quezon,520,6,1263655,1264181,0
2023,Region IV-A CALABARZON,Agdangan,0,0,7696,7696,0
2023,Region IV-A CALABARZON,Alabat,1,0,1238,1239,0
2023,Region IV-A CALABARZON,Atimonan,73,0,24950,25023,0
2023,Region IV-A CALABARZON,Buenavista,0,0,3270,3270,0
2023,Region IV-A CALABARZON,Burdeos,0,0,0,0,0
2023,Region IV-A CALABARZON,Calauag,0,0,1420,1420,0
2023,Region IV-A CALABARZON,Catanauan,0,0,24073,24073,0
2023,Region IV-A CALABARZON,Candelaria,0,0,10038,10038,0
2023,Region IV-A CALABARZON,Dolores,0,0,250680,250680,0
2023,Region IV-A CALABARZON,Gen. Luna,0,0,17671,17671,0
2023,Region IV-A CALABARZON,Gen. Nakar,0,0,16553,16553,0
2023,Region IV-A CALABARZON,Guinayangan,0,0,239,239,0
2023,Region IV-A CALABARZON,Gumaca,0,0,6773,6773,0
2023,Region IV-A CALABARZON,Infanta,0,0,141385,141385,0
2023,Region IV-A CALABARZON,Jomalig,18,0,9357,9375,0
2023,Region IV-A CALABARZON,Lopez,0,0,0,0,0
2023,Region IV-A CALABARZON,Lucban,0,0,0,0,0
2023,Region IV-A CALABARZON,Lucena City,428,0,98154,98582,0
2023,Region IV-A CALABARZON,Macalelon,0,0,478,478,0
2023,Region IV-A CALABARZON,Malunay,0,0,5269,5269,0
2023,Region IV-A CALABARZON,Mauban,0,0,90399,90399,0
2023,Region IV-A CALABARZON,Padre Burgos,0,0,0,0,0
2023,Region IV-A CALABARZON,Pagbilao,0,0,0,0,0
2023,Region IV-A CALABARZON,Panukulan,0,0,0,0,0
2023,Region IV-A CALABARZON,Patnanungan,0,0,0,0,0
2023,Region IV-A CALABARZON,Perez,0,0,9368,9368,0
2023,Region IV-A CALABARZON,Plaridel,0,0,2893,2893,0
2023,Region IV-A CALABARZON,Polillo,0,0,0,0,0
2023,Region IV-A CALABARZON,Quezon,0,0,0,0,0
2023,Region IV-A CALABARZON,Real,0,0,107943,107943,0
2023,Region IV-A CALABARZON,Sampaloc,0,0,0,0,0
2023,Region IV-A CALABARZON,San Andres,0,0,0,0,0
2023,Region IV-A CALABARZON,San Antonio,0,0,0,0,0
2023,Region IV-A CALABARZON,San Francisco,0,0,0,0,0
2023,Region IV-A CALABARZON,San Narciso,0,0,1124,1124,0
2023,Region IV-A CALABARZON,Sariaya,0,0,0,0,0
2023,Region IV-A CALABARZON,Tagkawayan,0,0,23986,23986,0
2023,Region IV-A CALABARZON,Tayabas,0,0,377559,377559,0
2023,Region IV-A CALABARZON,Tiaong,0,6,3513,3519,0
2023,Region IV-A CALABARZON,Unisan,0,0,27626,27626,0
2023,Region IV-A CALABARZON,Rizal,213,0,3042614,3042827,0
2023,Region IV-A CALABARZON,Antipolo City,0,0,531799,531799,0
2023,Region IV-A CALABARZON,Angono,0,0,0,0,0
2023,Region IV-A CALABARZON,Baras,0,0,0,0,0
2023,Region IV-A CALABARZON,Binangonan,0,0,914,914,0
2023,Region IV-A CALABARZON,Cainta,0,0,1886,1886,0
2023,Region IV-A CALABARZON,Cardona,0,0,0,0,0
2023,Region IV-A CALABARZON,Jalajala,0,0,0,0,0
2023,Region IV-A CALABARZON,Morong,0,0,4918,4918,0
2023,Region IV-A CALABARZON,Pililia,0,0,5421,5421,0
2023,Region IV-A CALABARZON,Rodriguez,68,0,1795478,1795546,0
2023,Region IV-A CALABARZON,San Mateo,0,0,0,0,0
2023,Region IV-A CALABARZON,Tanay,145,0,702198,702343,0
2023,Region IV-A CALABARZON,Taytay,0,0,0,0,0
2023,Region IV-A CALABARZON,Teresa,0,0,0,0,0
2023,Region IV-A CALABARZON,MIMAROPA,780637,11761,1525171,2317569,0
2023,Region IV-A CALABARZON,Marinduque,667,98,50545,51310,0
2023,Region IV-A CALABARZON,Boac,470,97,24165,24732,0
2023,Region IV-A CALABARZON,Buenavista,0,0,0,0,0
2023,Region IV-A CALABARZON,Gasan,0,0,0,0,0
2023,Region IV-A CALABARZON,Mogpog,0,0,2929,2929,0
2023,Region IV-A CALABARZON,Sta. Cruz,47,1,14252,14300,0
2023,Region IV-A CALABARZON,Torrijos,150,0,9199,9349,0
2023,Region IV-A CALABARZON,Occidental Mindoro,3704,91,127126,130921,0
2023,Region IV-A CALABARZON,Abra de Ilog,0,0,13,13,0
2023,Region IV-A CALABARZON,Calintaan,7,0,816,823,0
2023,Region IV-A CALABARZON,Looc,0,0,0,0,0
2023,Region IV-A CALABARZON,Lubang,44,0,11660,11704,0
2023,Region IV-A CALABARZON,Magsaysay,19,0,3596,3615,0
2023,Region IV-A CALABARZON,Mamburao,75,0,7264,7339,0
2023,Region IV-A CALABARZON,Puluan,0,0,0,0,0
2023,Region IV-A CALABARZON,Rizal,87,0,2693,2780,0
2023,Region IV-A CALABARZON,Sablayan,1615,11,14364,15990,0
2023,Region IV-A CALABARZON,San Jose,1831,80,82564,84475,0
2023,Region IV-A CALABARZON,Santa Cruz,26,0,4156,4182,0
2023,Region IV-A CALABARZON,Oriental Mindoro,67327,444,378648,446419,0
2023,Region IV-A CALABARZON,Baco,0,0,81,81,0
2023,Region IV-A CALABARZON,Bansud,0,0,187,187,0
2023,Region IV-A CALABARZON,Bongabong,0,0,0,0,0
2023,Region IV-A CALABARZON,Bulalacao,86,45,40296,40427,0
2023,Region IV-A CALABARZON,Calapan City,1653,276,79241,81170,0
2023,Region IV-A CALABARZON,Gloria,20,0,19256,19276,0
2023,Region IV-A CALABARZON,Mansalay,81,32,11343,11456,0
2023,Region IV-A CALABARZON,Naujan,23,0,1442,1465,0
2023,Region IV-A CALABARZON,Pinamalayan,154,8,36480,36642,0
2023,Region IV-A CALABARZON,Pola,23,0,3080,3103,0
2023,Region IV-A CALABARZON,Puerto Galera,61593,78,153585,215256,0
2023,Region IV-A CALABARZON,Roxas,123,0,14344,14467,0
2023,Region IV-A CALABARZON,San Teodoro,0,0,6514,6514,0
2023,Region IV-A CALABARZON,Socorro,3566,5,4454,8025,0
2023,Region IV-A CALABARZON,Victoria,5,0,8345,8350,0
2023,Region IV-A CALABARZON,Palawan,543872,8266,520587,1072725,0
2023,Region IV-A CALABARZON,Aborlan,705,1,432,1138,0
2023,Region IV-A CALABARZON,Agutaya,0,0,91,91,0
2023,Region IV-A CALABARZON,Araceli,120,0,1068,1188,0
2023,Region IV-A CALABARZON,Balabac,431,0,2444,2875,0
2023,Region IV-A CALABARZON,Bataraza,141,0,8541,8682,0
2023,Region IV-A CALABARZON,Busuanga,8458,33,9943,18434,0
2023,Region IV-A CALABARZON,Brooke's Point,487,30,26747,27264,0
2023,Region IV-A CALABARZON,Cagayancillo,177,0,6,183,0
2023,Region IV-A CALABARZON,Coron,153229,3204,119900,276333,0
2023,Region IV-A CALABARZON,Cuyo,51,2,410,463,0
2023,Region IV-A CALABARZON,Culion,5307,1,12394,17702,0
2023,Region IV-A CALABARZON,Dumaran,17,0,1743,1760,0
2023,Region IV-A CALABARZON,El Nido,283471,4393,262983,550847,0
2023,Region IV-A CALABARZON,Espanola,0,0,0,0,0
2023,Region IV-A CALABARZON,Linapacan,26974,1,811,27786,0
2023,Region IV-A CALABARZON,Magsaysay,0,0,0,0,0
2023,Region IV-A CALABARZON,Narra,572,4,24216,24792,0
2023,Region IV-A CALABARZON,Quezon,0,0,69,69,0
2023,Region IV-A CALABARZON,Rizal,338,0,345,683,0
2023,Region IV-A CALABARZON,Roxas,1369,6,9212,10587,0
2023,Region IV-A CALABARZON,San Vicente,59807,572,25714,86093,0
2023,Region IV-A CALABARZON,Sofronio Espanola,8,0,1101,1109,0
2023,Region IV-A CALABARZON,Taytay,2210,19,12417,14646,0
2023,Region IV-A CALABARZON,Romblon,1402,103,34079,35584,0
2023,Region IV-A CALABARZON,Alcantara,0,0,0,0,0
2023,Region IV-A CALABARZON,Cajidiocan,0,0,87,87,0
2023,Region IV-A CALABARZON,Calatrava,0,0,0,0,0
2023,Region IV-A CALABARZON,Concepcion,0,0,20,20,0
2023,Region IV-A CALABARZON,Corcuera,4,1,234,239,0
2023,Region IV-A CALABARZON,Ferrol,4,1,970,975,0
2023,Region IV-A CALABARZON,Looc,0,0,53,53,0
2023,Region IV-A CALABARZON,Magdiwang,0,0,0,0,0
2023,Region IV-A CALABARZON,Odiongan,78,42,12640,12760,0
2023,Region IV-A CALABARZON,Romblon,640,49,13358,14047,0
2023,Region IV-A CALABARZON,San Agustin,5,0,428,433,0
2023,Region IV-A CALABARZON,San Andres,0,0,5,5,0
2023,Region IV-A CALABARZON,San Fernando,41,0,2254,2295,0
2023,Region IV-A CALABARZON,San Jose,579,8,2795,3382,0
2023,Region IV-A CALABARZON,Santa Fe,51,2,1235,1288,0
2023,Region IV-A CALABARZON,Santa Maria,0,0,0,0,0
2023,Region IV-A CALABARZON,Others,0,0,0,0,0
2023,Region IV-A CALABARZON,Puerto Princesa City,163665,2759,414186,580610,0
2023,Region V (BICOL REGION),Region V (BICOL REGION),78562,1314,4283312,4363188,1
2023,Region V (BICOL REGION),Albay,10825,0,1064416,1075241,0
2023,Region V (BICOL REGION),Legazpi City,7525,0,516238,523763,0
2023,Region V (BICOL REGION),Bacacay,751,0,27290,28041,0
2023,Region V (BICOL REGION),Camalig,53,0,1674,1727,0
2023,Region V (BICOL REGION),Daraga,874,0,52307,53181,0
