Year;Region_Code;Region_Name;Province;Location;Level_Original;Foreign_Travelers;OFW;Domestic_Travelers;Total;Level;Latitude;Longitude
2023;Region V;Region V (BICOL REGION);Camarines Sur;Lupi;City/Municipality;0;0;2811;2811;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Magarao;City/Municipality;0;0;22259;22259;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Minalabac;City/Municipality;0;0;418;418;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Nabua;City/Municipality;5;0;11894;11899;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Ocampo;City/Municipality;0;0;36;36;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Pamplona;City/Municipality;0;0;1210;1210;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Pasacao;City/Municipality;0;0;117256;117256;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Pili;City/Municipality;441;120;77052;77613;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Ragay;City/Municipality;0;0;13908;13908;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Sagnay;City/Municipality;0;0;3586;3586;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;San Fernando;City/Municipality;0;0;4379;4379;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;San Jose;City/Municipality;0;0;54;54;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Sipocot;City/Municipality;0;0;248;248;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Siruma;City/Municipality;0;11;21271;21282;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Tigaon;City/Municipality;0;0;4546;4546;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Camarines Sur;Tinambac;City/Municipality;0;0;22503;22503;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Catanduanes;Province;1413;0;127431;128844;Province;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Bagamanoc;City/Municipality;0;0;398;398;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Baras;City/Municipality;991;0;16795;17786;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Caramoran;City/Municipality;0;0;1347;1347;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Gigmoto;City/Municipality;31;0;174;205;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Pandan;City/Municipality;4;0;5898;5902;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Panganiban;City/Municipality;0;0;596;596;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;San Andres;City/Municipality;0;0;4977;4977;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;San Miguel;City/Municipality;1;0;489;490;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Viga;City/Municipality;0;0;2060;2060;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Catanduanes;Virac;City/Municipality;386;0;94697;95083;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Masbate Province;Province;483;0;82312;82795;Province;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Aroroy;City/Municipality;0;0;1953;1953;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Balud;City/Municipality;112;0;54795;54907;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Batuan;City/Municipality;103;0;1490;1593;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Claveria;City/Municipality;0;0;1323;1323;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Esperanza;City/Municipality;0;0;725;725;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Mobo;City/Municipality;138;0;460;598;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Pio V. Corpus;City/Municipality;0;0;1132;1132;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;Placer;City/Municipality;15;0;5324;5339;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;San Jacinto;City/Municipality;88;0;1116;1204;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate Province;San Pascual;City/Municipality;27;0;13994;14021;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Masbate City;Masbate City;Province;720;0;77285;78005;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Sorsogon Province;Province;122;0;50787;50909;Province;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Bulan;City/Municipality;67;0;18963;19030;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Bulusan;City/Municipality;6;0;1412;1418;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Casiguran;City/Municipality;0;0;209;209;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Castilla;City/Municipality;0;0;616;616;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Gubat;City/Municipality;2;0;1215;1217;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Irosin;City/Municipality;0;0;3514;3514;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Jubat;City/Municipality;17;0;339;356;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Magallanes;City/Municipality;23;0;365;388;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Matnog;City/Municipality;2;0;1283;1285;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Pilar;City/Municipality;0;0;18464;18464;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon Province;Sta. Magdalena;City/Municipality;5;0;4407;4412;City/Municipality;13,4213;123,4136
2023;Region V;Region V (BICOL REGION);Sorsogon City;Sorsogon City;Province;1582;0;180717;182299;City/Municipality;13,4213;123,4136
2023;Region VI;Region VI (WESTERN VISAYAS);;Region VI (WESTERN VISAYAS);Region;550357;51268;4758433;5360058;Region;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Aklan;Aklan;Province;428704;39236;1732198;2200138;Province;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Boracay (Malay);Boracay (Malay);Province;422201;39196;1659022;2120419;Province;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Boracay (Malay);Kalibo;City/Municipality;6503;40;73176;79719;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Antique;Province;3284;0;146225;149509;Province;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Anini-y;City/Municipality;44;0;7880;7924;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Barbaza;City/Municipality;0;0;2268;2268;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Belison;City/Municipality;0;0;1142;1142;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Bugasong;City/Municipality;0;0;323;323;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Caluya;City/Municipality;53;0;14497;14550;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Culasi;City/Municipality;489;0;9007;9496;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Hamtic;City/Municipality;0;0;4050;4050;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Laua-an;City/Municipality;0;0;1684;1684;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Libertad;City/Municipality;15;0;3557;3572;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Pandan;City/Municipality;1913;0;19855;21768;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Patnongon;City/Municipality;0;0;5122;5122;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;San Remegio;City/Municipality;0;0;7256;7256;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Sebaste;City/Municipality;0;0;1795;1795;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;San Jose;City/Municipality;27;0;56312;56339;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Sibalom;City/Municipality;0;0;3200;3200;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Tibiao;City/Municipality;743;0;7139;7882;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Tobias Fornier;City/Municipality;0;0;283;283;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Antique;Valderrama;City/Municipality;0;0;855;855;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Capiz;Province;2353;2814;191677;196844;Province;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Dao;City/Municipality;0;0;5776;5776;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Dumalag;City/Municipality;0;0;1891;1891;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Dumarao;City/Municipality;56;10;1939;2005;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Ivisan;City/Municipality;0;0;915;915;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Jamindan;City/Municipality;0;0;1171;1171;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Mambusao;City/Municipality;0;0;1780;1780;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Panay;City/Municipality;0;0;7315;7315;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Pilar;City/Municipality;47;0;6213;6260;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Pontevedra;City/Municipality;0;0;8822;8822;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Roxas City;City/Municipality;2243;2730;147132;152105;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Sapian;City/Municipality;0;74;5641;5715;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Sigma;City/Municipality;7;0;2844;2851;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Capiz;Tapaz;City/Municipality;0;0;238;238;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Guimaras;Guimaras;Province;1072;0;132746;133818;Province;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Guimaras;Buenavista;City/Municipality;0;0;7599;7599;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Guimaras;Jordan;City/Municipality;42;0;16371;16413;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Guimaras;Nueva Valencia;City/Municipality;926;0;97354;98280;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Guimaras;San Lorenzo;City/Municipality;84;0;10268;10352;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Guimaras;Sibunag;City/Municipality;20;0;1154;1174;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Iloilo Province;Province;13989;8217;296329;318535;Province;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Ajuy;City/Municipality;0;0;7755;7755;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Alimodian;City/Municipality;9;134;4967;5110;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Anilao;City/Municipality;0;0;3495;3495;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Badiangan;City/Municipality;0;0;15257;15257;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Barotac Nuevo;City/Municipality;29;10;3222;3261;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Barotac Viejo;City/Municipality;11;0;727;738;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Calinog;City/Municipality;40;0;499;539;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Carles;City/Municipality;6245;7344;57001;70590;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Concepcion;City/Municipality;212;9;15106;15327;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Duenas;City/Municipality;746;298;5723;6767;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Dumangas;City/Municipality;10;0;3104;3114;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Estancia;City/Municipality;4433;13;31428;35874;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Guimbal;City/Municipality;16;0;25942;25958;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Igbaras;City/Municipality;15;3;1365;1383;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Janiuay;City/Municipality;208;145;10205;10558;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Lambunao;City/Municipality;0;0;3831;3831;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Leon;City/Municipality;4;0;4098;4102;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Maasin;City/Municipality;0;0;5811;5811;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Miagao;City/Municipality;0;0;1613;1613;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Mina;City/Municipality;33;0;154;187;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;New Lucena;City/Municipality;33;78;5319;5430;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Oton;City/Municipality;353;0;4796;5149;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Passi;City/Municipality;205;31;19637;19873;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Pavia;City/Municipality;229;0;1301;1530;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Pototan;City/Municipality;0;0;294;294;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;San Joaquin;City/Municipality;135;112;18060;18307;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;San Miguel;City/Municipality;817;40;13328;14185;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Sara;City/Municipality;53;0;3008;3061;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Sta. Barbara;City/Municipality;61;0;5239;5300;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Tigbauan;City/Municipality;87;0;22679;22766;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Tubungan;City/Municipality;5;0;574;579;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Zarraga;City/Municipality;0;0;791;791;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Negros Occidental;Province;10933;0;683082;694015;Province;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Bago;City/Municipality;0;0;7499;7499;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Binalbagan;City/Municipality;40;0;6317;6357;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Cadiz;City/Municipality;2010;0;31858;33868;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Calatrava;City/Municipality;0;0;3411;3411;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Cauayan;City/Municipality;0;0;18356;18356;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Escalante;City/Municipality;0;0;21393;21393;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Himamaylan;City/Municipality;35;0;6249;6284;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Hinigaran;City/Municipality;0;0;18992;18992;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Hinobaan;City/Municipality;197;0;5727;5924;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Kabankalan;City/Municipality;733;0;76498;77231;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;La Carlota;City/Municipality;178;0;13427;13605;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;La Castellana;City/Municipality;1825;0;0;1825;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Manapla;City/Municipality;63;0;12597;12660;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Murcia;City/Municipality;259;0;27543;27802;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Sagay;City/Municipality;0;0;27009;27009;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;San Carlos;City/Municipality;1622;0;83737;85359;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;San Enrique;City/Municipality;0;0;3057;3057;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Silay;City/Municipality;395;0;50021;50416;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Sipalay;City/Municipality;3306;0;214942;218248;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Talisay;City/Municipality;270;0;30394;30664;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Victorias;City/Municipality;0;0;24055;24055;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Bacolod City;Bacolod City;Province;56070;624;724222;780916;City/Municipality;11,005;122,5373
2023;Region VI;Region VI (WESTERN VISAYAS);Iloilo City;Iloilo City;Province;33952;377;851954;886283;City/Municipality;11,005;122,5373
2023;Region VII;Region VII (CENTRAL VISAYAS);;Region VII (CENTRAL VISAYAS);Region;1870607;4232;3611104;5485943;Region;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Bohol;Province;325499;480;686875;1012854;Province;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Anda;City/Municipality;7906;0;24178;32084;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Alburquerque;City/Municipality;137;0;1527;1664;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Baclayon;City/Municipality;705;0;201;906;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Batuan;City/Municipality;2341;0;265;2606;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Bien Unido;City/Municipality;9;0;903;912;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Calape;City/Municipality;281;15;6269;6565;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Candijay;City/Municipality;49;0;2153;2202;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Carmen;City/Municipality;3115;0;4688;7803;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Danao;City/Municipality;150;0;1094;1244;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Dauis;City/Municipality;9785;0;18547;28332;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Dimiao;City/Municipality;185;0;335;520;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Guindulman;City/Municipality;53;0;606;659;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Jagna;City/Municipality;259;0;12145;12404;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Loay;City/Municipality;10;0;558;568;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Loon;City/Municipality;574;0;2436;3010;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Loboc;City/Municipality;2142;0;3575;5717;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Mabini;City/Municipality;23;0;457;480;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Maribojoc;City/Municipality;0;0;1872;1872;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Panglao;City/Municipality;289817;424;413131;703372;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Sikatuna;City/Municipality;0;0;1131;1131;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Tagbilaran;City/Municipality;6939;41;137826;144806;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Talibon;City/Municipality;54;0;15203;15257;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Trinidad;City/Municipality;101;0;2600;2701;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Tubigon;City/Municipality;107;0;12764;12871;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Ubay;City/Municipality;757;0;18818;19575;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Valencia;City/Municipality;0;0;3593;3593;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Cebu;Province;223805;2310;790557;1016672;Province;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Alcantara;City/Municipality;27;0;34;61;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Alegria;City/Municipality;191;0;1828;2019;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Aloguinsan;City/Municipality;20;0;7701;7721;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Argao;City/Municipality;190;0;5620;5810;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Asturias;City/Municipality;19;0;10355;10374;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Badian;City/Municipality;3695;0;25132;28827;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Balamban;City/Municipality;489;0;13534;14023;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Bantayan;City/Municipality;0;0;9637;9637;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Barili;City/Municipality;1656;0;10873;12529;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Bogo City;City/Municipality;1003;0;45525;46528;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Boljoon;City/Municipality;357;0;4978;5335;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;City of Naga;City/Municipality;283;0;10077;10360;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Cordova;City/Municipality;46822;2212;21310;70344;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Daanbantayan;City/Municipality;49134;0;56057;105191;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Dalaguete;City/Municipality;677;0;20382;21059;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Danao City;City/Municipality;2320;0;24149;26469;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Dumanjug;City/Municipality;1896;14;8307;10217;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Ginatilan;City/Municipality;339;0;1557;1896;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Madridejos;City/Municipality;31;0;3647;3678;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Malabuyoc;City/Municipality;375;17;894;1286;City/Municipality;10,3157;123,8854
2023;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Medellin;City/Municipality;254;0;8386;8640;City/Municipality;10,3157;123,8854
